,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
6328,B002JTWOR2,"[4, 7]",5,"I've been meaning to come write a review for this book for awhile.  I read a lot of books that I don't bother to review, but this one stands apart.I'm not sure if I'm getting pickier as time goes on, or if there are just fewer and fewer books that are able to keep my attention.  Whatever the reason, I've been having a *really* hard time finding books that I want to bother to start reading, and even fewer that I actually bother to finish.  ""The Realm Shift"" by James Somers was a rare treat in a sea of blah.The main character is a teenager, and Somers manages to write him in a believable, likeable way (which is really saying something considering the fact that the character boasts spectacular powers-- and could easily be a shallow character).  I actually cared about what was going to happen to him.I also enjoyed the plot.  Somers does a good job at pacing and keeping the story exciting.  There's nothing worse than being engaged in a story and then the author slows the action/story down to relate mundane details (ex. describing room decorations ad nauseum, or wasting pages giving the menu for dinner).  Somehow the author is able to have an economy of words.  Enough to give you a vivid picture of what's going on, but not so much that you get bored or want to skim.He also weaves a moral good story without being cheesy, trite, or heavy-handed.To me a book is worth it, not so much based on cost, if its worth the reading hours I invested. Everyone's limited reading time is precious, and authors should not waste that time (neither should readers). Let me assure you, this book is MORE than worth it on both counts (money spent and time invested).  I'm not sure exactly what brought me to James Somers page, but I am very glad I found it, and purchased this book (and am in the middle of thoroughly enjoying the sequel ""The Order of Shaddai"").I am planning to check out many more of James Somers books and advise any readers that stumble across this review to do the same.","01 14, 2010",A12L5NKQ4EHD90,M.L.,Enjoyed the book thoroughly,1263427200
6329,B002JTWOR2,"[0, 0]",5,"Amazing story! Excellent mix of action and deeper meaning. Character development was there, had me hooked early on!  James is an excellent storyteller!","11 25, 2013",A2SMPEUYB8ZPBS,Natalie,Amazing story!,1385337600
6330,B002JTWOR2,"[3, 4]",4,"I was new to this author and was curious about the story line so ordered it. I was not disappointed with the read, it was catching and fluid which kept me wanting to read it to find out how the hero and protagonist were going to combat each other. I had to get used to the idea of demons though, I did and actually enjoyed the read.","02 3, 2013",A111CSAB9KUP7V,"Oldsoldier22 ""Chief3lw""",New to this author,1359849600
6331,B002JTWOR2,"[2, 3]",2,"Usually, this type of book is right in the sweet spot of work that I love. It is a shame therefore for me to say that I just did not get this work. The book did not capture my enthusiasm either in terms of characters or the universe that was being portrayed.","01 7, 2013",A3IO6UK7QLFUQO,"paul little ""Paul269""",Did not get it,1357516800
6332,B002JTWOR2,"[0, 0]",5,"It's non-stop action all the way throughout this  book! I enjoyed what I was reading of this book so much, that I bought the remaining books in this superb trilogy before completed this book. Plus the author gives you preview chapters for each of his seven other books/series.","02 21, 2014",AIEYGBJ868DI,Predator51,Exciting adventure from start to finish!,1392940800
6333,B002JTWOR2,"[0, 0]",4,"The story starts out with us finding the Avatar of the Almighty living i a small village that is burned by Mordred who is trying to prevent his on death told in a prophecy.  The boy and his sister escape and the boy goes through learning more about what he is becoming.As a fantasy story (even with obvious religious overtones), I enjoyed it just for the reading.  We have a very confused individual who is special and is becoming involved in momentous events.  The story flowed and never slowed down.  Would like to have seen the volume be a bit longer.  And it looks like the editing has been redone as I did not see those errors.Now, if one expects a bit more than fantasy reading, then there are a few nits/pics about this story and character that are mentioned in other reviews.  Since I am not looking for 'deeper meaning' in my SCI FI reading, I liked it and look forward to the other two episodes.","07 11, 2014",A3JCBDXNF0ZB66,Ram-Z,A good story of itself(and with the sequels I am sure),1405036800
6334,B002JTWOR2,"[4, 7]",5,"As an avid reader of Sci Fi and Christian authored books, I highly recomend this book and anything else by Mr Somers.  No namby pamby is James Somers!  He appears to understand the realities of life on this plane of Life.  This book is entertaining, provocative and makes the reader want to jump to his or her feet to cheer the heros and boo the bad guys!  Can hardly wait to read the sequels.  May we see many more works from the pen of James Somers.","02 24, 2011",A1IFSJ5SA3CS41,"Ruth S. Mcgovern ""R Sharon McGovern""",Realm Shift,1298505600
6335,B002JTWOR2,"[0, 0]",5,This was a great book and I loved the storyline and the characters! I can't wait for the next book to come out!,"06 17, 2014",A12DZFWVX1AZIF,Zeekie,Great Book!,1402963200
6336,B002K2RSSS,"[4, 4]",5,"Max is a blind detective, technically Amaurosis ( Max is quite technical ) anyway, while riding along a bridle trail, following a friend at one point a twig sprang back  you know how easily a thing like that happens, flicking Max in the eye. Max has compensated,  no dog and stick for Max. Most can hardly believe it, for Max is self reliant , if  a little quiet, but with eyes full of expression. Max's ears are never hoodwinked "" a rum way to putting  it"" nor his fingers, nor any of his other senses that have learned to look out for themselves. New perceptions, new experiences and  new powers awakening. Strange new perceptions, life in the fourth dimension.  Max had always held a secret ambition  to  be a detective. Max a gentleman  is comfortably well off (due to an American cousin''s defalcations) and retains a man, a valet named Parkinson. A keen observer  who  Max  at times uses, for longer range as a pair of eyes.The Max Carrados stories are-very well written, at times humorous always engaging often surprising!  Mr Bramah has written  warm engaging characters and realistic and believable situations. While Max was created in 1914 most  of them were written  between 1923 and 1934 during the height of hard-boiled detective era.  Mr Bramah is also credited with political science fiction which prompted George Orwell's 1984 also in his fantasy stories of  Mandarin itinerant story teller Kai Lung he is credited with inventing the saying  "" May you live in interesting times ""","07 29, 2012",A9GPEIJ6JS3UE,Amazon Customer,"Max Carrados super sleuth in 17 wonderful stories, well worth reading!",1343520000
6337,B002K2RSSS,"[1, 3]",2,"I understand that during the time these stories were written they were quite popular. For my taste, I thought the blind detective got around too easily. Just was not believable. The plots were of the sort that Max Carrados could figure things out with the little grey cells too easily. I think I read three stories before sending it to my cloud.  --Dr. William H. Stephens, retired editor","02 5, 2013",A1OVATDBDMQ8FL,authorsbooknook,"Plots are too manipulated, main character is not believable",1360022400
6338,B002K2RSSS,"[0, 0]",4,"Max Carrados is a blind detective, but he is also a seer like Tieriseas from Greek tragedy, embodying the paradox that ""none are so blind as those who can see.""This is high quality pulp fiction--if that's not an oxymoron--but I'm not kidding: these are fine detective stories in the tradition of Philo Vance, Ellery Queen, and other more famous names. All we are saying is ""Give Max a Chance.""","05 30, 2012",A2I7ED6IE8OEYW,chrisam,take a look at max,1338336000
6339,B002K2RSSS,"[1, 1]",3,"This Kindle version of Ernest Bramah's Max Carrados stories is a collection of stories originally published in pulp magazines rather than a digital version of a previously published book.  The collection covers the time period of 1914 (the first Max Carrados story, ""The Coin of Dionysius"") through the WWI years into the 1920s.  Very few Carrados mysteries are ""murder mysteries"" but are more likely to deal with fraud, theft and (in the war years) espionage.Although Carrados first appeared as the Sherlock Holmes stories were ending and seven years before the first Lord Peter Wimsey story was published, his stories have a distinct resemblance to both.  The blind detective has Holmesian powers of observation but a more affable personality and affluent lifestyle similar to Wimsey.Modern mystery readers may have some trouble adapting to Bramah's style particularly in the earliest stories.  Even with the Holmes stories, we are accustomed to a detailed exposition of the mystery and some kind of resolution for the characters (i.e., ""the boy and girl got married and had three children"", ""the murderer was tried and executed""). The early Carrados stories just stop.  Yes, the solution is revealed along with Carrados's observations but it can be a bit obscure particularly since modern readers won't be familiar with many aspects of daily life in the early 20th century. It took me awhile to understand ""The Ghost of Massingham Mansions"" since I am not familiar with the lighting or plumbing in use in 1890's apartment buildings.  But it was actually a very effective and touching way to end ""The Ingenious Mr. Spinola"".  Later stories are noticeably different as some do have more detailed endings.This would have been a pleasant enough read if not for a major failure in kindle formatting.  Although the first few and last stories are well formatted, the middle is difficult.  All sense of paragraphing and quotation marks are lost so that it is sometimes hard to tell who is speaking to whom and if it is a character speaking at all.  One later story suddenly appears at the end of another with no chapter break (and then appears again as its chapter in the table of contents).","02 8, 2014",A22UILFTP4Y4C2,"JZS ""JZS""",If Conan Doyle and Dorothy Sayers had a child it would be Max Carrados,1391817600
6340,B002K2RSSS,"[0, 0]",5,"Max Carrados is a sophisticated, well-mannered, upper class British gentleman who happens to be blind. He enjoys using his powers of observation to solve crimes. An amateur, he often helps either the police or a private investigator friend with their cases. One inconsistency is that he plays the &#34;blind card&#34; when it suits him to do so, even though he is able to pass for sighted because of his sensitive hearing and other non-visual cues.Very enjoyable.","04 11, 2013",ASYCE9334ANVQ,M. Smith,Enjoyable early Twentieth Century mysteries,1365638400
6341,B002K2RSSS,"[0, 0]",5,"These stories lack horror, suspense, and violence. A decided plus for me. The problems are intriguing and the solutions interesting. I like Max and his 'man'. Clever inventive intelligent plots and solutions.","05 28, 2014",A1661UBD2CP1EQ,"Pat Black ""Pat Black""",Not realistic re a blind persons abilities but very enjoyable.,1401235200
6342,B002KFD0UU,"[0, 1]",5,"This story is touching, intense, and full of love and desire.  It grabs you from the beginning and doesn't let go. Max and Hunter make you truly believe in happily ever after!Ps...I actually read the second book first and had to get this one to see the before story.  I have read and reread both many, many times.","01 25, 2013",ADLRSQ7CAOMD4,angela k.,So moving and intense!,1359072000
6343,B002KFD0UU,"[1, 2]",3,"I liked the story and I like the premise.  I remember being young and not sure.  These two characters are actually very mature for their age and have a tendency to question themselves first before doing something impulsive.  Are there guys that young and as mature?  The story is mainly about Hunter's perspective of himself and seeing himself as straight, but yet falling for his best friend who is gay. Hunter wonders if he is willing to ""change course"" and make the commimtment to Max, knowing how his feelings are becoming more focused.","05 20, 2010",A301X46BHB2WD8,"Bogey ""Gene""",Summer love,1274313600
6344,B002KFD0UU,"[0, 1]",4,I enjoyed the romance of the story.  Very dreamy and sweet.  A great escape from a hard day with good thoughts on the brain before slumber. If that's what you're looking for this book is for you.,"08 11, 2012",A24885V81S6XTH,callie,romantic easy read,1344643200
6345,B002KFD0UU,"[1, 1]",3,"This is the first book I've read by Cooper Davis, and it seemed...fine. I know that's not a rousing endorsement, but in this genre, it actually kind of is. I liked the two characters, Max and Hunter. They were sweet and fun. The story was another ""straight guy goes gay"" story. Those can be fun, but often feel very contrived to me. This one was fairly light on plot, too. There was a lot of exploration of, primarily, Hunter's feelings and fears, but no real conflict. It was also kind of sweet that Max could read Hunter so well, but at times it seemed almost intrusively psychic when he'd take one look at Hunter and say something extremely specific that exactly addressed whatever bit of angst Hunter was feeling at the moment. I think the thing that was the most distracting for me was that the book was written in the present tense. That's really unusual and pulled me out of the story once in a while.Wow, all that sounds like I didn't like this book. I did. It was fun and light. The sex scenes were nicely done, too. And it was perfect for a quick summer read.","06 20, 2011",A3UKBPJ19RDC3I,"Derrick Dodson ""Font of useless knowledge""",Short and light...,1308528000
6346,B002KFD0UU,"[0, 0]",5,"Fabulous story. Sweet and incredibly hot!(Would have liked more of the beginning of the relationship, but maybe that's just the voyeur in me)","09 18, 2013",A3E8YNE2QWYNSK,IzzyP,so super sweet,1379462400
6347,B002KFD0UU,"[0, 0]",5,This was a great book & I enjoyed the 2nd book also. Too bad Cooper Davis doesn't have more books.,"08 5, 2013",A2YW7AX0TRLNFC,Judie G,Great Book,1375660800
6348,B002KFD0UU,"[0, 0]",4,"What a lovely look at the journey some might take to love.  This is a wonderful treatment of &#34;gay for you&#34;.  Cooper Davis has done a wonderful job of character development, realistic emotions and engrossing dialogue.  It is nice to see the author take the time to have the readers understand how someone &#34;straight&#34; can fall so hard for someone of the same sex.  especially they consider a best friend.  While the story is told from Hunter's POV, you get to know Maxwell as well.  Hunter's journey to Max is very well done.  Highly recommended.","02 16, 2014",AX9ZL5ZXADR3J,Kimberly Roberts,Sweetly done,1392508800
6349,B002KFD0UU,"[4, 6]",2,"I wanted to like this story, I had heard great thing about this and it's sequel. However this short novella falls flat in delivering. Unfortunately the first person POV from Hunter's perspective is not very interesting. He sounds more like a girl in tone than a gay man. Secondly, the book reveals Hunter and Max's relationship out of sequence, which was confusing. I would have preferred a straight beginning to end approach. Lastly, I didn't feel the chemistry between the two men, it wasn't fully developed and needed more fleshing out. This is the second book by Cooper Davis I have reviewed. I must say I liked the other one better.","01 8, 2011",A11F5KW6QXHL8L,Lasha,A miss,1294444800
6350,B002KFD0UU,"[3, 4]",5,"I can't believe I haven't reviewed this book already--it's one of my all time favorite male/male romances! I've read it multiple times, and the sweet, complex, layered connection between the two heroes catches at my heart every single time. It's full of passion and emotion, and two of the most memorable characters I've ever read. I can't recommend it highly enough. If you love stories about two guys falling deeply in love, struggling through obstacles and working through their issues to be together, and occasionally sharing spine-tingling passionate moments together--this is the book for you!","01 5, 2011",A1V7AY98VNRNZD,L. White,One of my All Time Faves!,1294185600
6351,B002KFD0UU,"[3, 4]",5,"Hunter knows his feelings for Max go way beyond friendship, but Hunter lives in fear of coming out to the world and being summarily rejected.  However, Max is a very patient man and he is willing to wait for Hunter - to a degree.  Max won't make love with Hunter until Hunter is ready to acknowledge to their friends, at the least, and strangers, preferably, that he is Max's partner.  Will Hunter be brave enough to face the world?Boys of Summer is a quick and emotional read that takes you along Hunter's journey to the truth of himself and his relationship with Max.  Hunter is easy to understand, if not to like, as he struggles to come to terms with his heart's desire for Max and the implications of pursuing such feelings.  Max is absolutely adorable with his incredible patience and willingness to guide Hunter through the murky waters of self-discovery.  Pick up Boys of Summer for a fast and emotional read that will satisfy your romantic heart!ChrisReviewed for Joyfully Reviewed","11 14, 2009",A320TMDV6KCFU,MNix,Boys of Summer,1258156800
6352,B002KFD0UU,"[0, 1]",5,"Hunter Willis has a problem.He is in love with his best friend.His name is Max, and the two met through other friends while Hunter was with his then girlfriend.  The two became fast friends, and spent a lot of time together.  Everyone knows Max is gay, and that doesn't bother Hunter.  Everyone thinks he is straight, including Hunter himself.But when they go on what amounts to a date, and share a kiss, everything changes.  Now Hunter is spending the night at Max's home.  Sleeping in his bed.  But Max is still a virgin, and isn't ready to commit himself to any man who won't be there for him all the way.As in out.  Out of the closet and ready to love him in plain view.Now the two men are vacationing together, on the beach thousand of miles from home.  And Hunter has a choice to make.  Can he be enough for Max?  Can he come out and tell all their friends he loves Max?I adore this book, plain and simple.  There is something so lovely and touching about this beautiful and meaningful story of two men who find each other and slowly, shyly take that fall into love.The story is written from Hunter's point of view, and gives us such insight into how he thinks.  All his fear, hopes, wants, needs.  And how utterly and solidly he is in love with and trembles for Max.And Max.  Such a vulnerable yet strong man.  He knows what he wants and even though he obviously loves Hunter, he isn't willing to settle for less than he wants and deserves.I found myself with a sense of quiet wonder reading this book.  It was like a spell was woven and I didn't want to wake up.  And it was such a sweet and loving dream too.This one is a classic.  Great job, Cooper Davis.Tom","01 14, 2012",AHNN4JFWTLBBF,"Tom W ""Tom""",Excellent story of one man falling in love and being so scared,1326499200
6353,B002KFD0V4,"[0, 0]",5,"I really liked this book, good plot and steamy sex ;) It was a little fast, but the author keeps you updated so it doesn't seem so out of the blue and unreal.  Main characters were likable and very compatible in bed...or wherever they landed ;)","06 3, 2010",A3OS8SK6QBEH3,Ashreads,Good Read!,1275523200
6354,B002KFD0V4,"[0, 0]",3,A nice romance with a little mystery thrown in. I loved the characters and story line. I would hope that there would be a followup.,"07 8, 2013",A12RCE3OS1KFG9,mama o,Bridging the gap,1373241600
6355,B002KFD0V4,"[2, 2]",5,I AM SO GLAD I PURCHASED THIS BOOK AND I HAD 2HOURS OF PLEASURE WHILE READING IT.,"07 21, 2010",AYUMB34HYPWWY,"Marlisa D. Collins ""lovelygirl""",GREAT WRITTING,1279670400
6356,B002KFD0V4,"[3, 4]",5,"Ryan Cooper has to work twice as hard to earn her way. Besides being a woman in a man's profession, Ryan has epilepsy- something she has hid from her lover Carter Malone. When Carter finds out that Ryan is the foreman on his firm's architectural job, he's surprised. When he finds out she hid her epilepsy from him, he's very concerned. He's falling for her, hard, and now he's worried about her. When someone starts causing trouble at the job site, Carter worries even more for Ryan. This time, his worry might be justified.Bridging The Gap is a touching romance with mystery and some very hot sex.  I was hooked from the erotic opening scene. The romance is strong from the beginning as well. Ryan is tough and feisty and Carter adores her for it. I like how he is possessive of her right from the start. Bridging The Gap flows smoothly page after page. It's a well written story with some twists and turns, sizzling sensuality, and a few emotional and tense moments for Ryan and Carter regarding Ryan's epilepsy.NannetteReviewed for Joyfully Reviewed","10 9, 2009",A320TMDV6KCFU,MNix,Bridging the Gap,1255046400
6357,B002KFD0V4,"[6, 6]",3,Don't get me wrong I enjoyed this book but do wonder if the author was told she couldn't go over a certain word limit.I liked the characters and the book was well set up to be an interesting novel.  But instead I got a novella where the conflict lasted a single confrontation between the two main characters and the attempted murder mystery lasted all of a phone call from the hero to the sexy security guy.If either of these events had been stretched to encompass a chapter or two the book would have been so much better.  The players were in place but the game never happened and the reader was deprived of what could have been a really good book and instead got some really good sex scenes.If you'd like an hour or so of entertainment buy this book.  If you want a good romantic suspense buy something else.,"10 12, 2010",A39M2TVQSPOL71,Tam B.,Was there a word limit???,1286841600
6358,B002KFD0VY,"[1, 1]",4,"Very good. Nicole Kimberling's writing is incredibly smooth and it gives a solid ground to a very enjoyable fantasy story set in a contemporary setting, but with a society based on a monarchy, with competing courts, servants and magicians.Drake is a powerful magician working as a free-lancer. He doesn't want to sell his permanent services to one of the courts and he also doesn't like to enslave souls as all the other powerful magicians do. On the night of the birth of the heir to the kingdom, he is summoned to retrieve an amulet and he meets the good-looking Adam, who doesn't hold an important position at court, but who would like to prove himself in life. The third protagonist is the melancholic Thomas Myrdin, who was the king's lover, and is now revealed he might hold powerful magic himself. These three men cross their paths and destinies on a fateful night and have to risk their souls and lives to protect their loved ones and the kingdom against the dark plans of another great magician.Drake is an honorable man, compassionate, caught in his magic, with little time for his personal life. Adam ignites Drake's desire. At the beginning Adam seems like a pretty pawn, sensual but shallow, but page after page he shows his courage and his stubborn determination, who brings him to do what he feels is right. I couldn't really see his connection with Drake at the beginning, it was difficult to read something more in their attraction, but hour after hour I could see their relationship become something deeper. I think the story could have worked beautifully even without a single sex scene. The encounter in the alley for example didn't really fit the story, in my opinion, and I felt there was more sensuality in the little signs of affection the protagonists showed to each other.The details of the world building were very beautiful. I liked very much the all concept of the soulless people, the way their souls were entrapped or returned, how the nature of their hosts reflected on them after their natural bodies were returned. There was a lot of understated humor. The action scenes were fast-paced and there was an overall balance of the different elements. The romance was there, but it was never the focal point of the story.Very entertaining and satisfying.","02 28, 2013",A1RXR105ND8OSH,manutwo,Beautiful world building and writing,1362009600
6359,B002KFD0VY,"[3, 3]",5,"As a courtier in the West Court, Lord Adam Wexley must do the bidding of his godmother, Lady Langdon, at all times.  When she calls him demanding he secure the services of Grand Magician Drake in any way possible, he can't refuse.  He sets off at once to enlist the man's aid.  He's very surprised at the boon the magician asks in return--that he play his guitar for Drake, at Drake's home.Grand Magician Zachary Drake doesn't like to get involved in Court politics, so he's unaligned with any Court.  Still, when Lord Adam Wexley arrives to beg a favor of him, Drake is intrigued and attracted.  He agrees to help more out of interest in Adam than any real desire to assist Lady Langdon.  Drake has no way of knowing that the minor assistance he provided is connected to something much bigger, and more horrifying, than even he could imagine.A new princess is born, and someone is determined to ensure she causes the downfall of the world.  Lord Thomas Myrdin believes he is being called to prevent this.  Nothing, not the admiration of Adam Wexley or his former connection to the king, will stop him.In a world where magic can sever people from their souls and force them into slavery, and treachery may hide behind familiar faces, can three men discover what they must do before it's to late?Ghost Star Night has to be one of the most unusual books I've read in a long time, if not ever.  It's a very difficult story to describe.  Aspects of the setting are perfectly ordinary, such as police and cars, others seem medieval, and still others are out of a magical fantasy land.  In the end, though, the bizarre setting works beautifully, thanks to Nicole Kimberling's strong storytelling and interesting characters.  Adam is a magician and a bit of a party boy.  At first he comes across as nave and too agreeable, but he soon shows that he has a core of steel beneath the frivolous exterior.  Thomas, the man Adam originally has his heart set on, is a very conflicted man.  He lost his parents and his ability to work magic at a young age, and has chafed at his mundane role in the South Court ever since.  Being thrown over by the king for a woman--the new queen--is another slap in the face that leaves him vulnerable and ends up putting him in a bad situation.  Of all the characters, though, my favorite was Zachary Drake.  He seems cold and calculating at first, for the most part, but he has a caring side as well.  I sympathized with his unhappiness at Adam's initial preference for Thomas, and I admired his willingness to do what he felt was right regardless of anyone else's opinion.  There are a number of secondary characters, including various nobles and magicians, inhabited animals (animals containing the soul of a convicted criminal or other person who has lost the rights to his/her soul), and townspeople.  Trying to save the kingdom brings the three principal men closer together, and gives them unexpected choices to make.  I won't spoil the storyline here, but there is plenty of magical intrigue, action, romance, and quite a few surprises.  Readers who like unusual fantasy settings and storylines, action, and magic, and don't mind a bit of violence will be sure to enjoy Ghost Star Night, as I did.CassieReviewed for Joyfully Reviewed","01 22, 2010",A320TMDV6KCFU,MNix,Ghost Star Night,1264118400
6360,B002KFD0VY,"[1, 1]",5,"I love Nicole Kimberling's writing and somehow this one fell through the crack. I was reminded of it by the recently published sequel. Fortunately not too late to pick this one up at all. I have a wonderful time reading this amazingly crafted fantasy. Kudos to this writer's world building skills. Her imagination knows no boundaries in this fascinating alternate world she has created. Each page is a revelation.The plot is fast paced, her writing engaging and flows seamlessly from character to character, her trademark dry wits and humour scattered throughout to make it even more enjoyable. I do not even wish to go into the plotline because there is just so much to it. So many things happening to our three appealing protagonists and never a dull moment.I love her three guys here. Drake, possibly the most powerful magician in this world, a decent man with a conscience and answers to noone. Adam, sweet Adam, so courageous with an innocence of his own. Thomas, only wishing to serve, jilted by an uncaring king, his destiny changed by magics. This prequel is so action packed that the lack of romance would have been easily forgiven. But no! the writer does successfully build in a credible romance between two of our heroes which evolved in a nicely quiet way I enjoyed. No steaming pages of erotic sex which I highly appreciate. Yes there are sex scenes but short and therefore fitting for this highly charged thrilling fantasy. Awesome book and on to the sequel,Heir of Starlight (Sea of Stars)next.","06 28, 2013",A1ARJBC8VD5P8P,R.Parklane,Kudos to you Nicole Kimberling!,1372377600
6361,B002KFD0VY,"[1, 1]",5,"I agree with other reviewer that it is a very smartly done book. I mean I could not put it down because I was so eager to find out what happened next in the fantasy plot, but I was also pleasantly suprised how well characters were done and how many subtle layers the major characters' personalities have, especially Drake's.Loved it, will get a paperback too.","04 13, 2010",A19GJX6TTSK0C0,Sirius,Awesomeness,1271116800
6362,B002KFD0VY,"[1, 1]",5,"What a world! Adam, Zachary, Thomas - three gay guys trying to figure out their places in the world, although at nearly thirty, all of them are feeling a little bit at loose ends. None of them quite feels that he's doing the best he could be doing with his life.And then the magic happens. Literally.You see, Nicole Kimberling has created a world that seems like our own - complete with cell phones, flatscreens, traffic jams and skyscrapers. Except for the fact that Zachary Drake is the second most powerful magician in the kingdom. And Adam's soul belongs to his godmother, Lady Langdon. And his chauffeur is an orangutan named Karl.Yeah. It's not really our world. But Kimberling creates a vivid cinematic landscape where magic is written in the stars and minutely woven into the machiavellian politics of the court of King Louis. Who, by the way, used to be Thomas's boyfriend, before he dumped him to marry the princess and become king. Yeah, I know.But this is making the book sound like a soap opera, which it is not. It is very well written, journalistic and visually rich. It is morally complex, emotionally complex, and full of fast-paced action that is far more important to the narrative than the emerging romance between two of the main characters. Not that this isn't important, because love, after all, is another kind of magic.Buy it. Read it. Buy the sequel. I have, and I'm glad I did.","07 28, 2013",A2FZ85EIAJWYBC,Ulysses Dietz,"a fresh, fascinating urban gay fantasy....",1374969600
6363,B002KFD0WI,"[1, 1]",3,"Will has been in love with his best friend since they were 15 years old.  Now 30, he's serving in the Navy as a SEAL.  He's tired of being ""just friends.""  He shows up at Mackenzie's house in the middle of the night and gives her an ultimatum.  ""Be my lover or nothing at all.""  Mackenzie has psychic visions and has the ability to read others' minds.  This has created rifts in her relationships with other men.  She has a vision of a helicopter crashing, with Will in it, so she kicks him to the friend zone to protect her own heart.Another reviewer commented on the childishness of the character's actions.  I agree.  A lot of the reasoning and decision making is not based on mature love.  It's based on a desire for self preservation.I enjoyed the other books in the series more than this one.","11 30, 2011",A2LACFJAJQE4WT,"AAF ""A Farmer""",SEAL and a Psychic,1322611200
6364,B002KFD0WI,"[0, 0]",4,"Lieutenant Will Charleston, a Navy SEAL, has only ever wanted one woman MacKenzie (Mac) Wade. Will is determined to make Mac his no matter what it will take to see the truth that's always been there. Mac loves Will as best friend yet the visions she has of him suggest otherwise. Mac has been having visions for a really long time and everyone she's told about the vision leave her. Will isn't afraid of Mac's visions but values them completely. Mac has a deadly vision over and over again about Will's death. Will Mac admit her feelings? Will Mac allow her visions to keep her apart from Will? Can Will gain Mac's complete trust? Your answers await you in Heat of the Storm.The Out of Uniform Series is fast becoming one of my favorite series. There is enough steam, heat, and passion in every book to make your own blood pressure rise for want of release. I love how each story builds on the previous book! I will gladly continue reading this series. I definitely look forward to my next adventure in this series.","02 26, 2014",ACOXR0GL8E2Y7,Amazon Customer,Long Awaited Story,1393372800
6365,B002KFD0WI,"[0, 0]",5,I didn't know anything about this book except it was recommended by a friend.... I read it on my way to Africa and wished I had more of the series to read on stay there and way back home!!,"02 16, 2013",A2PHBOYIJ2FH75,Beth Anderson,Bought this book on a whim,1360972800
6366,B002KFD0WI,"[0, 0]",3,"Honestly, this book was my least favorite out of all of the Out of Uniform series. For some reason, I just didn't click with the characters. Mac drove me a little nuts because she refused to even entertain the idea of being with Will. Hello?! I wanted to yell, ""He is a hot Navy SEAL and has been your best friend for years....how would you not click as a couple?! How could you not think he wouldn't stand by you and your psychic abilities?"" Anyways, but other than that, I found it a good read. Of course, Will was super sexy and could make a girl swoon.~BookWhisperer Reviewer MC~","10 21, 2012",A2QRFHJ2MOY662,"BookWhisperer ""Book Whisperer""",BookWhisperer Reviews: Heat of the Storm,1350777600
6367,B002KFD0WI,"[0, 0]",4,"Lieutenant Will Charleston is a Navy SEAL  who has been in love with his bestfriend Mackenzie Wade for 15 years. Mackenzie Wade is a psychic and everything boyfriend has left because they couldn't handle her visions. Will shows up at Mac's house on a stormy night to ask her about a resent Kiss that changed everything... Excellent..Here are a few of my favorites by this author;Going For It,Heat of the Moment: A Red-Hot Summer story.,Heat of Passion: An Out of Uniform story.andBody Check (Harlequin Blaze).","07 19, 2010",A18FUHNBP90IB4,cb,Steamy - Navy SEAL  novel...,1279497600
6368,B002KFD0WI,"[0, 0]",5,"O M G!! Smokin hot, great story with reoccurring character. I loved this one a much as the last, read in order or not, great series. Doesnt disappoint!!","10 23, 2013",A2OCNIJDB6427H,deborah huegel,Heat of the Storm,1382486400
6369,B002KFD0WI,"[0, 0]",4,"After readingYou're Never Too Late: A Sweet And Special Romances Collection, I started on the Heat of the Storm by Elle Kennedy. I'm intrigued by the premise of former best friends becoming lovers. Plus, Will's determination to fight for Mac attracts me to the story. I wasn't disappointed overall, except by a few distracting, immature discussions between them or excuses about why they couldn't be together. Because from the start and judging by the chemistry, only natural disasters should have kept them apart and not personal choices. Will and his passion for Mac was THAT compelling. I gave it four stars. :)","09 25, 2012",ABETGU1SDYVHT,Drea M.,Love the story; great chemistry.,1348531200
6370,B002KFD0WI,"[0, 0]",3,"This was a nice little story. A follow on in the series.  I loved getting to know Will.  He is different from the other guys in the SEAL team.  Maybe it is because he is a commanding officer?  But he seemed a little more, reserved than the other guys.  I loved that about him!  Especially since he has been in love with his best friend Mackenzie for 15 years!  Staying power or what?Mackenzie was a little difficult to like I found.  She had so many hang ups!  I couldn't believe how she denied herself Will and friend zoned him for so long!  Thank goodness for the visions!  Personally I thought it was more like her mind was telling her thru her subconscious dreams to take the bull by the horns, admit your feelings for your best friend, and BAM!  Happy days!  Long nights, and satisfaction all round!But of course she had to over think things!  Loved the tactic Will employed with the help of Carson's (previously in Heat of Passion) gf Holly.Nice read!","08 15, 2013",A3I5CATLVSNKGI,Gii,Nice little read,1376524800
